Ticker,Name,Exchange
^NQLA4000LMCAD,NASDAQ Lat Am Health Care Lg Md,NIM
^NQG3700N,The NASDAQ Global Personal & Ho,NIM
^NQEMEA4000LMAUD,NASDAQ EMEA Health Care Lg Md C,NIM
^NQASPA3700CADT,NASDAQ ASPA Psnl & Hhld Goods C,NIM
^NQBR4000BRLN,NASDAQ Brazil Health Care BRL N,NIM
^NQHK3000LMEURT,NASDAQ Hong Kong Cnsmr Goods Lg,NIM
^IBDTR,^IBDTR,NYS
^SP500HBETA,S&P 500 High Beta Index,SNP
^DWCHCR,Dow Jones U.S. Health Care Tota,DJI
^NQASPA3700LMEURT,NASDAQ ASPA Psnl & Hhld Goods L,NIM
^NQUSB3722GBP,NQ US Bnchmk Durable Hhld Produ,NIM
^NQUSB5753GBPT,NQ US Bnchmk Hotels GBP TR Inde,NIM
^NQIN4000LMINR,NASDAQ India Health Care Lg Md,NIM
^NEXJYT,WILDER HILL NEW ENERGY GLOBAL I,NYS
^DJCNDIV,^DJCNDIV,DJI
^CSHLTH,^CSHLTH,SNP
^NQCI3HFCER,NASDAQ Commodity 3rd Hold Feede,NIM
G35G.NZ,S&P/NZX ALL HEALTH CARE (SECTOR,NZE
^NQZA4000ZART,NASDAQ South Africa Health Care,NIM
^NQEU3700LMJPY,NASDAQ Europe Psnl & Hhld Goods,NIM
^NQUSM4530GBP,NQ US Md Cap Health Care Eqpt &,NIM
7DXT.DE,HSBC MS JP INAV EUR,GER
^NQDE4000EURT,NASDAQ Germany Health Care EUR,NIM
^NQEMASIA4000GBP,NASDAQ EM Asia Health Care GBP,NIM
^NQDMASIA3700N,The NASDAQ DM Asia Personal & H,NIM
^NQSG4000T,The NASDAQ Singapore Health Car,NIM
^NQHK7000LMGBPN,NASDAQ Hong Kong Utilities Lg M,NIM
^NQCI3HSBER,NASDAQ Commodity 3rd Hold Sugar,NIM
^NQCH4000LMGBP,NASDAQ Switzerland Health Care,NIM
^NQEM4000AUD,NASDAQ Emerging Health Care AUD,NIM
^NQUSS8633,NQ US Sm Cap Mult utly Index,NIM
X2HR.DE,HSB ESI WOR USD,GER
^NQG3700CADT,NASDAQ Global Psnl & Hhld Goods,NIM
^NQAU4000JPYT,NASDAQ Australia Health Care JP,NIM
WDH5.DE,HSBC MS EU INAV GBP,GER
^NQUSL4530CAD,NQ US Lg Cap Health Care Eqpt &,NIM
^NQEMASIA4000N,The NASDAQ EM Asia Health Care,NIM
^NQDM4000JPY,NASDAQ Developed Health Care JP,NIM
^NQUSB3722LMT,NQ US Durable Hhld Products Lg,NIM
X2H0.DE,HDAX HEDGED USD,GER
^NQHKLMHKDN,NASDAQ Hong Kong Large Mid Cap,NIM
^NQUSB4000JPYT,NQ US Bnchmk Health Care JPY TR,NIM
^HX8000PI,OMX Helsinki Financials PI,HEL
^NQUSB5753AUDT,NQ US Bnchmk Hotels AUD TR Inde,NIM
^NQUSB8633GBPT,NQ US Bnchmk Real Estate Hldg &,NIM
^NQUSM4530GBPT,NQ US Md Cap Health Care Eqpt &,NIM
^NQUSB4533LMJPYT,NQ US Health Care Providers Lg,NIM
^SP1500-35101010,S&P Composite 1500 Health Care,SNP
^NQDMXUS4000AUDN,NASDAQ DM Ex US Health Care AUD,NIM
^NQKR4000KRWT,NASDAQ Korea Health Care KRW TR,NIM
^VXTH,CBOE VIX Tail Hedge Index,WCB
^NQSG4000CADN,NASDAQ Singapore Health Care CA,NIM
^NQEMEU3700GBP,NASDAQ EM Europe Psnl & Hhld Go,NIM
^RURDXL6N,Russell Dev exUS LC High Eff De,WCB
^SP400-3510,S&P 400 Health Care Equipment &,SNP
^SPGSLH,S&P GSCI Lean Hogs,SNP
^SPG120035WMNTR,S&P Global 1200 (WM) Health Car,SNP
^NQUSL9570EURT,NQ US Lg Cap Tech Hardware & Eq,NIM
^HX2000PI,OMX Helsinki Industrials PI,HEL
HEDFEIV.FGI,WISDOMTEEUEURAINEUR,FGI
^NQHK1000HKDT,NASDAQ Hong Kong Basic Matls HK,NIM
^NQMEA3700JPYN,NASDAQ MEA Psnl & Hhld Goods JP,NIM
FSTAS8630.SI,FTSE ST Real Estate Holding,SES
^NQMEA3700GBPN,NASDAQ MEA Psnl & Hhld Goods GB,NIM
^NQEMASIA3700EURN,NASDAQ EM Asia Psnl & Hhld Good,NIM
^NQASPA3700JPYT,NASDAQ ASPA Psnl & Hhld Goods J,NIM
^NQCILHER,NASDAQ Commodity Lean Hogs Inde,NIM
^DWHKDT,^DWHKDT,None
INCNY.PA,HSBC CNY INAV,PAR
4QBZ.DE,INAVDBX HSI SHDA EU,GER
^NQHKN,NASDQ HNG KNG NTR IDX,NIM
^NQUSB4000LMJPYT,NQ US Health Care Large Mid Ca,NIM
^NQMY4000CAD,NASDAQ Malaysia Health Care CAD,NIM
^NQHK9000T,The NASDAQ Hong Kong Technology,NIM
^NQUSS3728EURN,NQ US Sm Cap Hme Constr EUR NTR,NIM
^NQUSM4000AUDT,NQ US Md Cap Health Care AUD TR,NIM
^NQEMEA4000EURN,NASDAQ EMEA Health Care EUR NTR,NIM
^SP1500-35102030,S&P Composite 1500 Managed Heal,SNP
^NQDK4000LMGBPN,NASDAQ Denmark Health Care Lg M,NIM
^CEMPEMDT,CEMP Emerging Market High Divid,SNP
^NQNA3700JPYN,NASDAQ N America Psnl & Hhld Go,NIM
7DXZ.DE,HSBC MSCI INDON. INAV EUR,GER
VOJZ.Z,M&G 75% HEDGED USD,ZRH
^NQUSM4000JPYN,NQ US Md Cap Health Care JPY NT,NIM
^NQHKLCJPYT,NASDAQ Hong Kong Large Cap JPY,NIM
^NQUSS3724,NQ US Sm Cap Nondrble Hhld Prod,NIM
^RURDRS6T,Russell 2000 High Eff Def - Mod,WCB
^NQNA4000LMT,NASDAQ N America Health Care Lg,NIM
^NQHK2000GBPT,NASDAQ Hong Kong Inds GBP TR In,NIM
^NQUSS8677CADN,NQ US Sm Cap Hotel & Lodging RE,NIM
^NQEM3700LMEURT,NASDAQ EM Psnl & Hhld Goods Lg,NIM
^NQMY4000AUD,NASDAQ Malaysia Health Care AUD,NIM
^NQUSM3700GBPN,NQ US Md Cap Psnl & Hhld Goods,NIM
^NQJP3700LMJPY,NASDAQ Japan Psnl & Hhld Goods,NIM
^NQUSB3722LMEURN,NQ US Durable Hhld Products Lg,NIM
^NQUSS3724JPYN,NQ US Sm Cap Nondrble Hhld Prod,NIM
^NQMEA3700EURT,NASDAQ MEA Psnl & Hhld Goods EU,NIM
^STW,SPDR MSCI Europe Health Care UC,NIM
^NQCA4000JPYT,NASDAQ Canada Health Care JPY T,NIM
^NQUSM4533AUDT,NQ US Md Cap Health Care Provid,NIM
^BCOMHL,BBG HedgedPLN,WCB
^NQUSS8633CADT,NQ US Sm Cap Real Estate Hldg &,NIM
^NQUSB4530EURT,NQ US Bnchmk Health Care Eqpt &,NIM
^NQUSL3722JPY,NQ US Lg Cap Durable Hhld Produ,NIM
^RURDEL3T,^RURDEL3T,WCB
^NQUSS3724CAD,NQ US Sm Cap Nondrble Hhld Prod,NIM
^NQDMEU3700CAD,NASDAQ DM Europe Psnl & Hhld Go,NIM
^NQCI2HNITR,NASDAQ Commodity 2nd Hold Nicke,NIM
^SP1500-40402045,S&P Composite 1500 Health Care,SNP
^NQEM3700N,The NASDAQ Emerging Markets Per,NIM
^NQUSB9572LMCADT,NQ US Comp Hardware Large Mid,NIM
^NQDMEU4000EUR,NASDAQ DM Europe Health Care EU,NIM
HSX.VI,HSX.VI,VIE
^XTQWEE,UBS Bloomberg CMCI Sugar #5 Hed,WCB
^NQCI3HLSER,NASDAQ Commodity 3rd Hold Live,NIM
^HX8600PI,OMX Helsinki Real Estate PI,HEL
000075.SS,SSE Health Care Sector Equal We,SHH
^CTHOTR1Y,UBS Bloomberg CMCI Components H,WCB
399674.SZ,SZSE A HEALTH CARE,SHZ
^FTUB4500,FTSE 350 - Health Care,FGI
^NQHK3000EURN,NASDAQ Hong Kong Cnsmr Goods EU,NIM
^NQHK0001CADN,NASDAQ Hong Kong Oil & Gas CAD,NIM
^R2HBTA,^R2HBTA,WCB
^NQUSS3724AUDT,NQ US Sm Cap Nondrble Hhld Prod,NIM
^NQUSB4000AUDN,NQ US Bnchmk Health Care AUD NT,NIM
^XLHK,Dow Jones Hong Kong Titans 30 I,DJI
^NQEMEA3700CADN,NASDAQ EMEA Psnl & Hhld Goods C,NIM
^NQCH4000AUD,NASDAQ Switzerland Health Care,NIM
^SPVXVHST,S&P 500 VIX FUTURES SHORT VOL H,SNP
^NQFR4000LMJPYT,NASDAQ France Health Care Lg Md,NIM
^NQEMEU3700CAD,NASDAQ EM Europe Psnl & Hhld Go,NIM
^NQUSL4533,NQ US Lg Cap Health Care Provid,NIM
^NQCH4000LMAUDT,NASDAQ Switzerland Health Care,NIM
^NQEM4000GBP,NASDAQ Emerging Health Care GBP,NIM
^MSCIHC,MSCI US INVESTABLE MARKET HEALT,NYS
^XTCNCT,UBS Bloomberg CMCI Corn Hedged,WCB
^NQUSB5753AUDN,NQ US Bnchmk Hotels AUD NTR Ind,NIM
^NQEMEA3700LMT,NASDAQ EMEA Psnl & Hhld Goods L,NIM
^WEALTHAX,Horizon Kinetics ISE Asia Ex-Ja,NYS
^NQNZ4000JPYT,NASDAQ New Zealand Health Care,NIM
^NQDMASPA3700LMAU,NASDAQ DM ASPA Psnl & Hhld Good,NIM
^NQUSB3722LMEURT,NQ US Durable Hhld Products Lg,NIM
^NQMY4000GBPT,NASDAQ Malaysia Health Care GBP,NIM
^NQEMEU3700CADT,NASDAQ EM Europe Psnl & Hhld Go,NIM
^NQUSM4000N,NQ US Md Cap Health Care Index,NIM
^NQCI2HKCER,NASDAQ Commodity 2nd Hold Coffe,NIM
^NQASIA4000EUR,NASDAQ Asia Health Care EUR Ind,NIM
^IHDG-TC,WisdomTree International Hedged,ASE
^NQUSL4533AUD,NQ US Lg Cap Health Care Provid,NIM
^NQDK4000CADN,NASDAQ Denmark Health Care CAD,NIM
^NQEMASIA4000JPYT,NASDAQ EM Asia Health Care JPY,NIM
^GPPS002,FTSE Developed Europe 100% Hedg,NYS
^NQDM4000LMAUD,NASDAQ DM Health Care Lg Md Cap,NIM
^NQJP3700AUDN,NASDAQ Japan Psnl & Hhld Goods,NIM
^NQMEA4000LMCADN,NASDAQ MEA Health Care Large Mi,NIM
^R25RGSHCT,Russell 2500 Health Care Index,WCB
^NQUSL9570AUDT,NQ US Lg Cap Tech Hardware & Eq,NIM
^NQCN4000LMJPY,NASDAQ China Health Care Lg Md,NIM
^NQUSM3720CADT,NQ US Md Cap Hhld Goods & Hme C,NIM
HELMSI.AT,HELLEN M&S C IN,ATH
^NQDXJPTMH,Nasdaq AlphaDEX® Japan Hedged USD TR Index,NIM
^BCOMLHCT,BBG HOG Capped TR,WCB
^BCOMDFT,BBG HedgD CHFT,WCB
^DJEHK,Dow Jones Emerging Markets Heal,DJI
^NQUSL3720JPY,NQ US Lg Cap Hhld Goods & Hme C,NIM
^NQUSM2357CAD,NQ US Md Cap Heavy Constr CAD I,NIM
7DVC.DE,HSBC ESTX50 INAV EU,GER
^BSJKH,BS High Yield Corporate Bond 20,NIM
^NQMY4000JPYN,NASDAQ Malaysia Health Care JPY,NIM
^NQASPA3700,The NASDAQ ASPA Personal & Hous,NIM
^NQUSL3720CADT,NQ US Lg Cap Hhld Goods & Hme C,NIM
^NQEURO4000JPYT,NASDAQ Eurozone Health Care JPY,NIM
^NQDMASIA4000N,The NASDAQ DM Asia Health Care,NIM
^NQUSB3724N,NQ US Bnchmk Nondrble Hhld Prod,NIM
^NQEURO4000LMGBP,NASDAQ Eurozone Health Care Lg,NIM
^NQHK2000LMAUDN,NASDAQ Hong Kong Inds Large Mid,NIM
^NQDMMEA4000EURN,NASDAQ DM MEA Health Care EUR N,NIM
399386.SZ,CNI 1000 HEALTH CAR,SHZ
^NQHK2000HKDN,NASDAQ Hong Kong Inds HKD NTR I,NIM
^NQMEA4000EURN,NASDAQ MEA Health Care EUR NTR,NIM
20976225.SG,20976225.SG,None
^NQEU4000LMN,NASDAQ Europe Health Care Large,NIM
D6EL.DE,HSBC MSCI S.AFRI.INAV GBP,GER
^RAFIHY,RAFI HIGH YIELD BOND INDEX,NYS
^NQNA3700LMT,NASDAQ N America Psnl & Hhld Go,NIM
^NQCH4000CADN,NASDAQ Switzerland Health Care,NIM
^NQG3700LMCADT,NASDAQ Global Psnl & Hhld Goods,NIM
^NQLA3700T,The NASDAQ Latin America Person,NIM
^NQLA4000LMJPYT,NASDAQ Lat Am Health Care Lg Md,NIM
^NQTH4000CAD,NASDAQ Thailand Health Care CAD,NIM
^NQUSM3722T,NQ US Md Cap Durable Hhld Produ,NIM
^NQDMASIA3700LMJP,NASDAQ DM Asia Psnl & Hhld Good,NIM
^NQUSL9572AUD,NQ US Lg Cap Comp Hardware AUD,NIM
^NQZA4000,The NASDAQ South Africa Health,NIM
^NQUSB3722LMJPYN,NQ US Durable Hhld Products Lg,NIM
^NQUSS3720EURN,NQ US Sm Cap Hhld Goods & Hme C,NIM
^TRSKISS,VS Tail Risk Hedged SVXY Index,NIM
^NQUSB4533LMGBP,NQ US Health Care Providers Lg,NIM
^DWCHTL,Dow Jones U.S. Hotels Total Sto,DJI
^NQUSB3720LMEURN,NQ US Hhld Goods & Hme Constr,NIM
^NQJP3700LMAUD,NASDAQ Japan Psnl & Hhld Goods,NIM
^NQUSB2357EUR,NQ US Bnchmk Heavy Constr EUR I,NIM
^RUFHKNEU,^RUFHKNEU,WCB
^NQEMEA3700LMEURT,NASDAQ EMEA Psnl & Hhld Goods L,NIM
^W1HCR,Dow Jones Global Health Care In,DJI
^JHDMF,John Hancock Dimensional Financ,NYS
^NQCN4000JPYN,NASDAQ China Health Care JPY NT,NIM
^NQUSB3724EUR,NQ US Bnchmk Nondrble Hhld Prod,NIM
^SP400-351020,S&P 400 Health Care Providers &,SNP
^RURHRSM,Russell Developed LC High Eff M,WCB
^NQUSS4530,NQ US Sm Cap Health Care Eqpt &,NIM
^NQNA3700AUDT,NASDAQ N America Psnl & Hhld Go,NIM
^IXVNTR,Health Care Select Sector Index,SNP
^NQASIA4000T,The NASDAQ Asia Health Care Ind,NIM
^BOXR,S&P CoreLogic Case-Shiller Bost,SNP
^NQLA3700LMEURN,NASDAQ Lat Am Psnl & Hhld Goods,NIM
^HOXHOUSESTO,NASDAQ OMX Valueguard-KTH House,STO
^SP1500-25201050,S&P Composite 1500 Housewares &,SNP
^RURDIL6T,^RURDIL6T,WCB
^NQUSB9570LMCADN,NQ US Tech Hardware & Eqpt Lg,NIM
^NQUSM9572CADN,NQ US Md Cap Comp Hardware CAD,NIM
^SPGSHOP,S&P GSCI Heating Oil ER,SNP
^NQUSB4000CADN,NQ US Bnchmk Health Care CAD NT,NIM
^NQHKMCEURT,NASDAQ Hong Kong Mid Cap EUR TR,NIM
^DJUSLG,Dow Jones U.S. Hotels Index,DJI
^NQUSM4530CADN,NQ US Md Cap Health Care Eqpt &,NIM
^NQG4000LMJPYT,NASDAQ Global Health Care Lg Md,NIM
^NQHK5000LMHKDN,NASDAQ Hong Kong Cnsmr Svcs Lg,NIM
^NQUSB8633CADN,NQ US Bnchmk Real Estate Hldg &,NIM
^SPCSEHSP,S&P/CSE Health Care Equipment &,SNP
^NQCI3HSWER,NASDAQ Commodity 3rd Hold White,NIM
^NQUSB3722CADN,NQ US Bnchmk Durable Hhld Produ,NIM
^NQKR4000JPYT,NASDAQ Korea Health Care JPY TR,NIM
^VXHYG,CBOE High Yield Corporate Bond,WCB
^NQUSB3724CADN,NQ US Bnchmk Nondrble Hhld Prod,NIM
^NQHK1000AUDN,NASDAQ Hong Kong Basic Matls AU,NIM
269Q.DE,HSBC MS EM INAV USD,GER
^NQEM3700AUDN,NASDAQ Emerging Psnl & Hhld Goo,NIM
^NQBRIC4000LMAUDN,NASDAQ BRIC Health Care Lg Md C,NIM
^DJSHMBT,Dow Jones U.S. Select Home Cons,DJI
^NQG4000LMAUDT,NASDAQ Global Health Care Lg Md,NIM
^NQDM3700LMAUDT,NASDAQ DM Psnl & Hhld Goods Lg,NIM
^NQUSM3700N,NQ US Md Cap Psnl & Hhld Goods,NIM
INHSI.PA,LYXOR HSI INAV,PAR
^NQUSM4533GBP,NQ US Md Cap Health Care Provid,NIM
^NQCI3HNIER,NASDAQ Commodity 3rd Hold Nicke,NIM
^NQNA4000GBPT,NASDAQ N America Health Care GB,NIM
^NQUSB3700T,NQ US Bnchmk Personal & Hhld Go,NIM
^NQUSM4530EURT,NQ US Md Cap Health Care Eqpt &,NIM
^NQTW4000TWDT,NASDAQ Taiwan Health Care TWD T,NIM
^NQUSS8677,NQ US Sm Cap Hotel & Lodging RE,NIM
^NQUSB3720N,NQ US Bnchmk Hhld Goods & Hme C,NIM
^RURHWLQ,^RURHWLQ,WCB
^NQDK4000LMAUDN,NASDAQ Denmark Health Care Lg M,NIM
^NQHK2000EURT,NASDAQ Hong Kong Inds EUR TR In,NIM
^NQDMMEA4000EURT,NASDAQ DM MEA Health Care EUR T,NIM
^WEALTHAT,Horizon Kinetics ISE Asia Ex-Ja,NYS
^NQUSL4000EURN,NQ US Lg Cap Health Care EUR NT,NIM
^NQUSS4530T,NQ US Sm Cap Health Care Eqpt &,NIM
C5753T.SW,C5753T.SW,EBS
^NQASIA4000LMJPYT,NASDAQ Asia Health Care Lg Md C,NIM
^NQAU4000LMJPY,NASDAQ Australia Health Care Lg,NIM
^RURDWL3T,^RURDWL3T,WCB
^CTNGTR3M,UBS Bloomberg CMCI Components H,WCB
^NQJP3700AUD,NASDAQ Japan Psnl & Hhld Goods,NIM
^NQCA4000T,The NASDAQ Canada Health Care I,NIM
^NQASPA3700GBP,NASDAQ ASPA Psnl & Hhld Goods G,NIM
^NQIL4000JPYT,NASDAQ Israel Health Care JPY T,NIM
^NQUSB3724LM,NQ US Nondrble Hhld Products L,NIM
^NQHK3000LMCADT,NASDAQ Hong Kong Cnsmr Goods Lg,NIM
^NQAU4000EUR,NASDAQ Australia Health Care EU,NIM
^NQCA4000GBP,NASDAQ Canada Health Care GBP I,NIM
^NQUSM8677GBP,NQ US Md Cap Hotel & Lodging RE,NIM
^NQUSB5753N,NQ US Bnchmk Hotels Index Net T,NIM
^NQUSM3728GBPT,NQ US Md Cap Hme Constr GBP TR,NIM
^NQCN4000JPY,NASDAQ China Health Care JPY In,NIM
^NQHUJPYT,NASDAQ Hungary JPY TR Index,NIM
^XTLXCT,UBS Bloomberg CMCI Zinc Hedged,WCB
^NQUSM4530EURN,NQ US Md Cap Health Care Eqpt &,NIM
^NQEM3700LMGBP,NASDAQ EM Psnl & Hhld Goods Lg,NIM
^NQMEA3700JPYT,NASDAQ MEA Psnl & Hhld Goods JP,NIM
^NQUSS9572CAD,NQ US Sm Cap Comp Hardware CAD,NIM
^DWDVHCT,^DWDVHCT,DJI
^NQHKMCHKDN,NASDAQ Hong Kong Mid Cap HKD NT,NIM
^NQUSS4000,NQ US Sm Cap Health Care Index,NIM
^NQUSM4000GBP,NQ US Md Cap Health Care GBP In,NIM
^NQCH4000LMJPYN,NASDAQ Switzerland Health Care,NIM
^NQUSS4000CAD,NQ US Sm Cap Health Care CAD In,NIM
^NQASPA3700LMEUR,NASDAQ ASPA Psnl & Hhld Goods L,NIM
^NQDM3700LMGBPN,NASDAQ DM Psnl & Hhld Goods Lg,NIM
^CSHLTHUS,^CSHLTHUS,SNP
^NQHK8000LMEURT,NASDAQ Hong Kong Financials Lg,NIM
^NQGB4000LMGBP,NASDAQ UK Health Care Large Mid,NIM
^NQASPA4000LMN,NASDAQ ASPA Health Care Large M,NIM
^H11161,CSI Overseas China Five-Year Pl,NYS
^NQDE4000CADN,NASDAQ Germany Health Care CAD,NIM
^NQUSM4533AUD,NQ US Md Cap Health Care Provid,NIM
^NQHKLCCADT,NASDAQ Hong Kong Large Cap CAD,NIM
^NQUSB2357AUDN,NQ US Bnchmk Heavy Constr AUD N,NIM
^NQUSB4000LMEURT,NQ US Health Care Large Mid Ca,NIM
^NQCN4000LM,NASDAQ China Health Care Large,NIM
^RURHXLQ,^RURHXLQ,WCB
^NQHK2000LMEURN,NASDAQ Hong Kong Inds Large Mid,NIM
^NQUSB4530GBP,NQ US Bnchmk Health Care Eqpt &,NIM
^NQUSB8677LMCADN,NQ US Hotel & Lodging REITs Lg,NIM
^NQEU4000LMGBPN,NASDAQ Europe Health Care Lg Md,NIM
^R1DVLCT,Russell US Large Cap High Divid,WCB
^NQUSM3728AUDN,NQ US Md Cap Hme Constr AUD NTR,NIM
^NQUSS9572JPYT,NQ US Sm Cap Comp Hardware JPY,NIM
^NQUSS4530JPY,NQ US Sm Cap Health Care Eqpt &,NIM
^NQHKLMCADN,NASDAQ Hong Kong Large Mid Cap,NIM
^SDCIER,SUMMER HAVEN DYNAMIC COMMODITY,NYS
^NQCI2HTER,NASDAQ Commodity 2nd Hold Trada,NIM
^NQHK7000AUDN,NASDAQ Hong Kong Utilities AUD,NIM
^NQUSB9572EUR,NQ US Bnchmk Comp Hardware EUR,NIM
^NQEU4000LMEUR,NASDAQ Europe Health Care Lg Md,NIM
^NQDMMEA4000AUD,NASDAQ DM MEA Health Care AUD I,NIM
^NQG3700GBPN,NASDAQ Global Psnl & Hhld Goods,NIM
^NQEMASIA3700AUDT,NASDAQ EM Asia Psnl & Hhld Good,NIM
^NQMEA3700N,NASDAQ MEA Psnl & Hhld Goods NT,NIM
^NQEMEA3700LM,NASDAQ EMEA Psnl & Hhld Goods L,NIM
^NQES4000JPYT,NASDAQ Spain Health Care JPY TR,NIM
^NQIT4000CADT,NASDAQ Italy Health Care CAD TR,NIM
^NQUSL4533GBPT,NQ US Lg Cap Health Care Provid,NIM
^NQEM4000EURN,NASDAQ Emerging Health Care EUR,NIM
^NQG4000LMJPYN,NASDAQ Global Health Care Lg Md,NIM
^NQUSB3720JPYN,NQ US Bnchmk Hhld Goods & Hme C,NIM
^INW,iSHARES MSCI MEXICO INDEX FD (I,ASE
^DJCIHOP,Dow Jones Commodity Index Heati,DJI
^XTSUEE,UBS Bloomberg CMCI Sugar #11 He,WCB
^NQDMASPA4000LMN,NASDAQ DM ASPA Health Care Larg,NIM
^NQIL4000AUDT,NASDAQ Israel Health Care AUD T,NIM
^NQHKLMHKDT,NASDAQ Hong Kong Large Mid Cap,NIM
^NQUSB3720CADN,NQ US Bnchmk Hhld Goods & Hme C,NIM
^NQEURO4000LMAUD,NASDAQ Eurozone Health Care Lg,NIM
^NQLA4000LMJPY,NASDAQ Lat Am Health Care Lg Md,NIM
^NQUSB4000GBPT,NQ US Bnchmk Health Care GBP TR,NIM
^HX4570GI,OMX Helsinki Pharmaceuticals &,HEL
^NQHK5000HKDN,NASDAQ Hong Kong Cnsmr Svcs HKD,NIM
^NQUSS3700EURN,NQ US Sm Cap Psnl & Hhld Goods,NIM
^NQHKEURN,NASDAQ Hong Kong EUR NTR Index,NIM
^RURDWL6,Russell Global LC High Eff Def,WCB
^HOXFLATMCSWE,NASDAQ OMX Valueguard Flats Med,STO
^SPHLHCIT,S&P / Harel Health Care Index T,SNP
7DVA.DE,HSBC ESTX50 INAV GB,GER
^NQUSM4533JPY,NQ US Md Cap Health Care Provid,NIM
^XTQCEE,UBS Bloomberg CMCI Cocoa Hedged,WCB
^NQUSM3720AUDT,NQ US Md Cap Hhld Goods & Hme C,NIM
^NQCI3HCTR,NASDAQ Commodity 3rd Hold Corn,NIM
^NQUSM3700EURN,NQ US Md Cap Psnl & Hhld Goods,NIM
^NQDMXUS4000EUR,NASDAQ DM Ex US Health Care EUR,NIM
^NQCI2HGOER,NASDAQ Commodity 2nd Hold Gas o,NIM
^NQEURO3700JPYN,NASDAQ Eurozone Psnl & Hhld Goo,NIM
^NQLA3700LMCAD,NASDAQ Lat Am Psnl & Hhld Goods,NIM
^NQUSM8677AUDN,NQ US Md Cap Hotel & Lodging RE,NIM
^NQHK8000AUD,NASDAQ Hong Kong Financials AUD,NIM
^NQHK5000JPYT,NASDAQ Hong Kong Cnsmr Svcs JPY,NIM
^NQUSB3728LMAUD,NQ US Hme Constr Large Mid Cap,NIM
^NQUSS9572GBP,NQ US Sm Cap Comp Hardware GBP,NIM
^NQUSB9570LM,NQ US Tech Hardware & Eqpt Lg,NIM
^NQCIHGER,^NQCIHGER,STO
^NQDM3700LMJPYN,NASDAQ DM Psnl & Hhld Goods Lg,NIM
399419.SZ,CNI HSR INDEX,SHZ
^HSGMNSTR,HS Market Neutral Short Sub Ind,NYS
^NQUSS5375,The NASDAQ US Small Cap Home Im,NIM
^NQUSB4530AUDN,NQ US Bnchmk Health Care Eqpt &,NIM
^SP600-45202030,"S&P 600 Technology Hardware, St",SNP
^NQUSB3724CADT,NQ US Bnchmk Nondrble Hhld Prod,NIM
^SPXHAUDT,S&P 500 AUD Hdg (TR),SNP
^NQUSB4533EURT,NQ US Bnchmk Health Care Provid,NIM
^DJIAJTH,DJIATTM Japanese Yen Hedged,DJI
^RURHRAM,^RURHRAM,WCB
^MIXR,S&P CoreLogic Case-Shiller Miam,SNP
^NQGB3700LMEURN,NASDAQ UK Psnl & Hhld Goods Lg,NIM
^NQDM3700LMJPYT,NASDAQ DM Psnl & Hhld Goods Lg,NIM
^NQCI3HSNER,NASDAQ Commodity 3rd Hold Tin I,NIM
^NQASIA4000GBPN,NASDAQ Asia Health Care GBP NTR,NIM
^SP600-253010,S&P 600 Hotels Restaurants & Le,SNP
^NQUSS3722EURN,NQ US Sm Cap Durable Hhld Produ,NIM
^NQUSB3728EUR,NQ US Bnchmk Hme Constr EUR Ind,NIM
^NQLA3700AUD,NASDAQ Lat America Psnl & Hhld,NIM
^SG4000,The NASDAQ Singapore Health Car,SES
^NQGIHEIT,Nasdaq Global High Equity Incom,NIM
^NQIN4000JPYT,NASDAQ India Health Care JPY TR,NIM
^NQLA4000LMEUR,NASDAQ Lat Am Health Care Lg Md,NIM
^NQHK3000CAD,NASDAQ Hong Kong Cnsmr Goods CA,NIM
^NQDM4000LMGBP,NASDAQ DM Health Care Lg Md Cap,NIM
^H11159,CSI Overseas China Consumer Sta,NYS
^NQSE4000CAD,NASDAQ Sweden Health Care CAD I,NIM
^SP1500-25201020,S&P Composite 1500 Home Furnish,SNP
^NQDMASIA4000JPY,NASDAQ DM Asia Health Care JPY,NIM
^NQHK7000JPYT,NASDAQ Hong Kong Utilities JPY,NIM
^NQUSM9572EURT,NQ US Md Cap Comp Hardware EUR,NIM
EB4500.FGI,FTSEurofirst Euro Health Care,FGI
^NQHK1000CADT,NASDAQ Hong Kong Basic Matls CA,NIM
269X.DE,HSBC MS MX INAV USD,GER
^SPAU14,S&P Pan Asia BMI Health Care (U,SNP
^NQHK6000AUDN,NASDAQ Hong Kong Telecom AUD NT,NIM
^NQCI2HPMTR,NASDAQ Commodity 2nd Hold Preci,NIM
^NQUSS3720JPY,NQ US Sm Cap Hhld Goods & Hme C,NIM
^NQIL4000AUDN,NASDAQ Israel Health Care AUD N,NIM
^RURDRA3N,Russell 3000 High Eff Def - Low,WCB
D6EJ.DE,HSBC MS MX INAV EUR,GER
^NQMEA4000GBP,NASDAQ MEA Health Care GBP Inde,NIM
^RURDIL6,Russell Global exUS LC High Eff,WCB
^NQCI2HSIER,NASDAQ Commodity 2nd Hold Silve,NIM
^CTNGER3Y,UBS Bloomberg CMCI Components H,WCB
^NQG3700GBPT,NASDAQ Global Psnl & Hhld Goods,NIM
^NQUSS5375GBP,NQ US Sm Cap Home Improvement R,NIM
^NQUSB2357LMCAD,NQ US Heavy Constr Large Mid C,NIM
^NQBR4000CADN,NASDAQ Brazil Health Care CAD N,NIM
^NQEURO4000LMCAD,NASDAQ Eurozone Health Care Lg,NIM
